"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","lrscale","gndr","agea","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prob","stratum","psu"
"ESS10e03_2",10,"3.2","02.11.2023",14009,"EE",0.99883705,1.0810459,0.072088,0.077930436,7,1,79,3,5,3,5,2,2,3,2,2,2,2,2,5,2,5,2,3,2,2,3,5,0.0030091458,438,7191
"ESS10e03_2",10,"3.2","02.11.2023",14022,"EE",1.0009022,0.9848319,0.072088,0.07099456,6,2,41,4,6,2,6,3,6,2,1,1,5,4,2,6,3,6,1,5,1,2,2,6,0.0030029372,437,6747
"ESS10e03_2",10,"3.2","02.11.2023",14034,"EE",0.9993511,1.6293479,0.072088,0.117456436,6,1,17,2,5,2,4,2,4,4,2,2,2,2,2,2,2,4,2,2,2,4,4,2,0.003007598,436,6333
"ESS10e03_2",10,"3.2","02.11.2023",14054,"EE",1.0009022,0.75659955,0.072088,0.05454175,88,2,80,1,3,2,5,3,2,2,3,2,4,1,1,5,2,6,1,5,1,2,1,2,0.0030029372,437,6538
"ESS10e03_2",10,"3.2","02.11.2023",14061,"EE",0.9990817,1.2840941,0.072088,0.09256778,10,1,48,2,2,2,3,2,3,1,2,1,1,1,1,2,3,6,2,1,2,1,1,6,0.003008409,441,7511
"ESS10e03_2",10,"3.2","02.11.2023",14068,"EE",1.0009022,1.2170768,0.072088,0.08773664,7,2,60,2,4,4,4,2,4,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,0.0030029372,437,7594
"ESS10e03_2",10,"3.2","02.11.2023",14071,"EE",0.9990817,0.77887917,0.072088,0.056147844,3,1,57,3,4,3,5,3,2,5,2,3,4,3,3,5,5,2,3,4,2,2,4,5,0.003008409,441,6915
"ESS10e03_2",10,"3.2","02.11.2023",14093,"EE",0.99947894,1.4474838,0.072088,0.104346216,5,1,29,3,5,3,4,5,3,2,3,3,3,3,2,3,3,4,2,3,2,2,3,3,0.0030072134,439,6306
"ESS10e03_2",10,"3.2","02.11.2023",14141,"EE",1.0009022,0.7303744,0.072088,0.05265123,6,2,89,3,5,3,6,1,6,5,2,2,3,3,2,4,3,5,2,5,3,2,2,5,0.0030029372,437,7514
"ESS10e03_2",10,"3.2","02.11.2023",14146,"EE",1.0010029,0.84328866,0.072088,0.060790997,88,2,54,1,5,1,3,1,2,2,1,2,6,1,2,2,6,4,1,5,2,2,1,4,0.0030026352,443,7564
"ESS10e03_2",10,"3.2","02.11.2023",14153,"EE",0.9993511,0.7815601,0.072088,0.056341108,5,1,27,3,1,3,5,2,4,2,1,2,2,2,4,4,2,4,2,2,2,4,2,2,0.003007598,436,6986
"ESS10e03_2",10,"3.2","02.11.2023",14167,"EE",1.0001954,0.84260833,0.072088,0.060741954,2,2,39,2,4,2,5,3,1,4,1,4,1,1,1,5,2,2,4,4,1,2,5,3,0.0030050592,442,6860
"ESS10e03_2",10,"3.2","02.11.2023",14171,"EE",0.9993511,0.93903023,0.072088,0.067692816,6,1,42,5,3,3,3,2,2,5,4,3,2,2,2,2,3,4,3,5,2,2,4,4,0.003007598,436,7333
"ESS10e03_2",10,"3.2","02.11.2023",14178,"EE",0.9975014,0.7776472,0.072088,0.056059033,5,1,75,5,6,3,3,2,3,2,2,2,5,2,2,3,3,6,2,2,2,2,3,6,0.0030131752,440,6209
"ESS10e03_2",10,"3.2","02.11.2023",14184,"EE",0.9993511,1.4472986,0.072088,0.10433287,3,1,29,2,4,2,3,2,2,2,2,3,2,3,1,2,2,5,2,3,2,1,3,2,0.003007598,436,6402
"ESS10e03_2",10,"3.2","02.11.2023",14189,"EE",1.0001954,1.2315693,0.072088,0.08878137,5,2,32,1,3,1,3,1,3,4,2,3,3,3,1,3,3,4,3,3,1,1,1,3,0.0030050592,442,6825
"ESS10e03_2",10,"3.2","02.11.2023",14193,"EE",0.9993511,0.93903023,0.072088,0.067692816,3,1,36,3,5,4,4,2,2,4,4,5,1,1,1,3,2,4,3,4,1,1,3,4,0.003007598,436,6476
"ESS10e03_2",10,"3.2","02.11.2023",14215,"EE",1.0001954,0.9841364,0.072088,0.07094443,6,2,37,3,2,2,3,3,3,3,2,4,4,3,2,3,2,5,4,4,2,1,3,4,0.0030050592,442,6377
"ESS10e03_2",10,"3.2","02.11.2023",14226,"EE",1.0010029,0.84328866,0.072088,0.060790997,4,2,51,2,5,3,4,2,2,5,3,4,3,3,2,5,3,4,4,6,2,2,1,5,0.0030026352,443,6776
"ESS10e03_2",10,"3.2","02.11.2023",14228,"EE",0.9975014,0.7776472,0.072088,0.056059033,10,1,55,3,4,3,4,3,3,3,4,3,2,2,4,4,2,3,4,4,2,2,3,3,0.0030131752,440,7252
"ESS10e03_2",10,"3.2","02.11.2023",14245,"EE",1.0001954,1.3308729,0.072088,0.09593997,3,2,31,4,3,4,2,2,2,6,3,3,2,2,3,3,1,2,2,2,2,2,2,2,0.0030050592,442,7044
"ESS10e03_2",10,"3.2","02.11.2023",14255,"EE",0.9975014,1.4446198,0.072088,0.10413975,88,1,25,3,3,3,3,3,4,4,3,2,3,3,3,3,3,4,3,3,2,2,5,4,0.0030131752,440,6159
"ESS10e03_2",10,"3.2","02.11.2023",14258,"EE",0.9993511,1.4472986,0.072088,0.10433287,6,1,24,1,4,1,1,5,4,5,2,5,2,1,1,1,2,1,6,2,1,3,2,3,0.003007598,436,7243
"ESS10e03_2",10,"3.2","02.11.2023",14268,"EE",1.0010029,0.7304478,0.072088,0.052656524,5,2,85,2,3,3,5,1,2,3,1,1,2,1,2,5,2,6,1,2,1,1,1,6,0.0030026352,443,6543
"ESS10e03_2",10,"3.2","02.11.2023",14274,"EE",0.9993511,1.1847209,0.072088,0.085404165,5,1,49,3,2,6,4,2,4,6,2,6,2,2,4,2,4,5,2,3,2,2,2,5,0.003007598,436,7365
"ESS10e03_2",10,"3.2","02.11.2023",14291,"EE",1.0009022,0.75659955,0.072088,0.05454175,88,2,78,4,5,2,4,1,5,2,4,2,2,2,2,4,3,4,3,3,1,1,5,2,0.0030029372,437,6334
"ESS10e03_2",10,"3.2","02.11.2023",14301,"EE",0.99947894,1.0817406,0.072088,0.07798052,5,1,56,5,6,2,2,2,2,2,2,2,2,3,3,1,2,2,2,5,2,1,6,2,0.0030072134,439,6819
"ESS10e03_2",10,"3.2","02.11.2023",14306,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,66,4,5,5,5,2,6,5,4,2,4,2,2,4,2,5,4,4,2,2,2,5,0.0030050592,442,6177
"ESS10e03_2",10,"3.2","02.11.2023",14319,"EE",0.99883705,1.1841116,0.072088,0.085360244,77,1,48,3,5,5,5,2,3,2,1,4,2,1,2,3,5,4,2,3,2,2,3,2,0.0030091458,438,7510
"ESS10e03_2",10,"3.2","02.11.2023",14338,"EE",1.0001954,1.2315693,0.072088,0.08878137,4,2,26,4,3,1,4,2,1,1,1,2,2,2,1,4,1,4,2,4,1,1,2,4,0.0030050592,442,6294
"ESS10e03_2",10,"3.2","02.11.2023",14339,"EE",0.9993511,0.93903023,0.072088,0.067692816,6,1,36,2,2,3,2,5,2,5,2,5,2,2,2,2,2,5,4,2,2,2,2,5,0.003007598,436,6869
"ESS10e03_2",10,"3.2","02.11.2023",14355,"EE",1.0001954,1.351508,0.072088,0.09742752,5,2,15,3,5,2,3,4,5,4,2,2,4,3,2,3,2,5,3,6,2,2,5,4,0.0030050592,442,7473
"ESS10e03_2",10,"3.2","02.11.2023",14357,"EE",1.0001954,0.84260833,0.072088,0.060741954,88,2,44,3,5,2,2,5,2,2,2,5,2,2,3,3,2,3,2,4,2,2,2,2,0.0030050592,442,6726
"ESS10e03_2",10,"3.2","02.11.2023",14363,"EE",1.0009022,1.3318133,0.072088,0.096007764,5,2,28,3,4,3,3,2,4,4,4,5,3,1,4,2,1,1,4,5,2,1,4,4,0.0030029372,437,6466
"ESS10e03_2",10,"3.2","02.11.2023",14370,"EE",1.0026032,0.7578854,0.072088,0.054634444,5,2,80,5,5,3,5,2,5,2,1,2,6,2,2,5,5,6,2,5,3,2,5,6,0.0029978424,444,7615
"ESS10e03_2",10,"3.2","02.11.2023",14372,"EE",1.0026032,0.7578854,0.072088,0.054634444,5,2,81,6,5,2,5,4,5,2,5,2,5,5,4,5,3,6,5,5,5,3,5,5,0.0029978424,444,6175
"ESS10e03_2",10,"3.2","02.11.2023",14378,"EE",0.9993511,0.84281754,0.072088,0.060757034,7,1,72,3,4,2,3,2,4,3,2,1,3,2,2,3,4,5,3,1,1,3,2,4,0.003007598,436,7603
"ESS10e03_2",10,"3.2","02.11.2023",14379,"EE",1.0001954,1.3308729,0.072088,0.09593997,6,2,31,2,3,2,3,1,1,4,1,3,1,1,1,2,2,5,4,3,6,1,1,6,0.0030050592,442,7215
"ESS10e03_2",10,"3.2","02.11.2023",14383,"EE",1.0010029,1.3319474,0.072088,0.096017435,1,2,23,1,2,2,2,2,2,4,3,4,3,4,3,3,4,4,3,4,3,3,3,2,0.0030026352,443,7179
"ESS10e03_2",10,"3.2","02.11.2023",14404,"EE",0.9993511,0.93903023,0.072088,0.067692816,5,1,45,1,4,1,5,4,4,5,1,2,2,1,4,5,2,4,2,4,4,4,6,4,0.003007598,436,6586
"ESS10e03_2",10,"3.2","02.11.2023",14442,"EE",0.9993511,1.0816022,0.072088,0.07797054,5,1,62,2,5,3,5,5,5,2,2,2,5,1,1,2,2,5,2,3,2,2,5,2,0.003007598,436,7308
"ESS10e03_2",10,"3.2","02.11.2023",14446,"EE",1.0009022,1.2324395,0.072088,0.088844106,4,2,23,3,5,6,4,2,5,6,1,1,4,1,3,1,1,6,4,1,2,1,5,4,0.0030029372,437,6855
"ESS10e03_2",10,"3.2","02.11.2023",14448,"EE",1.0009022,1.2170768,0.072088,0.08773664,5,2,60,3,4,2,4,2,5,4,1,3,2,1,2,2,2,5,2,3,1,1,2,5,0.0030029372,437,6904
"ESS10e03_2",10,"3.2","02.11.2023",14450,"EE",1.0001954,1.351508,0.072088,0.09742752,8,2,17,1,4,1,2,2,2,5,1,4,1,2,2,1,2,2,4,4,1,2,4,2,0.0030050592,442,6240
"ESS10e03_2",10,"3.2","02.11.2023",14456,"EE",0.9990817,0.77887917,0.072088,0.056147844,5,1,59,2,5,5,4,5,3,3,2,2,5,4,3,5,2,5,3,3,2,3,3,5,0.003008409,441,6564
"ESS10e03_2",10,"3.2","02.11.2023",14457,"EE",0.9990817,1.2840941,0.072088,0.09256778,1,1,49,3,4,5,3,2,2,5,3,2,2,2,2,5,2,2,2,6,2,2,3,2,0.003008409,441,6976
"ESS10e03_2",10,"3.2","02.11.2023",14476,"EE",1.0026032,0.7578854,0.072088,0.054634444,88,2,71,2,6,1,5,4,4,4,2,2,4,4,4,5,2,5,4,5,2,3,3,4,0.0029978424,444,7000
"ESS10e03_2",10,"3.2","02.11.2023",14488,"EE",1.0026032,0.84463674,0.072088,0.060888175,8,2,38,2,5,4,5,2,2,4,1,3,3,2,1,3,3,3,4,3,2,2,1,3,0.0029978424,444,7096
"ESS10e03_2",10,"3.2","02.11.2023",14489,"EE",1.0001954,0.7560653,0.072088,0.05450324,6,2,73,3,6,4,5,3,3,6,3,2,3,2,3,3,4,5,2,5,3,3,4,4,0.0030050592,442,7643
"ESS10e03_2",10,"3.2","02.11.2023",14494,"EE",0.9993511,1.6293479,0.072088,0.117456436,88,1,16,4,5,4,5,4,5,2,2,4,4,2,4,4,1,4,4,2,2,1,2,5,0.003007598,436,7493
"ESS10e03_2",10,"3.2","02.11.2023",14535,"EE",1.0010029,0.7304478,0.072088,0.052656524,5,2,79,1,5,2,3,2,3,2,2,4,3,2,2,4,5,5,2,3,1,2,1,3,0.0030026352,443,7314
"ESS10e03_2",10,"3.2","02.11.2023",14553,"EE",1.0009022,0.75659955,0.072088,0.05454175,10,2,65,4,6,1,6,1,1,6,1,1,1,1,1,6,1,6,3,5,1,1,1,1,0.0030029372,437,6650
"ESS10e03_2",10,"3.2","02.11.2023",14582,"EE",1.0009022,0.75659955,0.072088,0.05454175,5,2,59,5,4,5,6,2,6,5,2,1,2,2,2,2,1,6,2,6,2,2,2,5,0.0030029372,437,7168
"ESS10e03_2",10,"3.2","02.11.2023",14588,"EE",1.0007516,1.2168937,0.072088,0.087723434,5,2,81,5,6,1,3,1,6,2,3,2,5,1,1,2,1,6,3,1,1,1,3,4,0.0030033889,445,7084
"ESS10e03_2",10,"3.2","02.11.2023",14598,"EE",1.0009022,0.9848319,0.072088,0.07099456,5,2,48,5,5,3,5,1,6,6,5,2,2,2,2,3,2,6,1,4,6,4,6,5,0.0030029372,437,6328
"ESS10e03_2",10,"3.2","02.11.2023",14604,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,59,1,1,1,3,1,3,1,1,2,4,1,1,3,1,2,2,2,2,1,2,3,0.003007598,436,6280
"ESS10e03_2",10,"3.2","02.11.2023",14643,"EE",0.9990817,1.6289088,0.072088,0.11742478,5,1,18,3,4,2,1,4,3,4,3,4,1,4,2,2,4,1,5,4,3,1,3,5,0.003008409,441,6674
"ESS10e03_2",10,"3.2","02.11.2023",14649,"EE",0.99883705,0.842384,0.072088,0.06072578,8,1,58,3,6,3,4,1,3,2,2,5,2,1,2,2,3,1,3,4,1,1,1,2,0.0030091458,438,7256
"ESS10e03_2",10,"3.2","02.11.2023",14651,"EE",0.9990817,1.4469085,0.072088,0.104304746,5,1,21,1,4,3,1,2,2,5,1,3,1,1,2,1,4,4,3,3,1,2,1,1,0.003008409,441,6944
"ESS10e03_2",10,"3.2","02.11.2023",14653,"EE",1.0026032,1.3340766,0.072088,0.096170925,5,2,23,2,5,2,5,1,1,3,2,2,2,2,2,4,2,5,2,4,3,2,5,2,0.0029978424,444,6408
"ESS10e03_2",10,"3.2","02.11.2023",14669,"EE",1.0010029,0.7566757,0.072088,0.054547243,5,2,69,6,5,2,2,2,5,2,2,2,3,2,2,2,2,5,2,5,2,2,2,5,0.0030026352,443,7280
"ESS10e03_2",10,"3.2","02.11.2023",14676,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,60,5,3,1,5,2,3,5,2,2,2,2,3,5,1,5,2,5,2,2,3,5,0.003007598,436,6386
"ESS10e03_2",10,"3.2","02.11.2023",14679,"EE",1.0009022,0.9848319,0.072088,0.07099456,8,2,36,1,3,3,2,2,3,5,2,5,1,2,2,2,2,4,3,3,1,2,1,2,0.0030029372,437,6399
"ESS10e03_2",10,"3.2","02.11.2023",14698,"EE",0.99883705,0.77868843,0.072088,0.056134094,10,1,60,5,4,4,4,2,4,2,2,1,2,4,3,4,2,4,3,4,2,1,1,3,0.0030091458,438,6885
"ESS10e03_2",10,"3.2","02.11.2023",14704,"EE",0.99947894,1.2846047,0.072088,0.092604585,5,1,42,3,2,4,5,5,4,3,2,3,1,2,4,4,5,5,3,3,2,3,5,3,0.0030072134,439,7574
"ESS10e03_2",10,"3.2","02.11.2023",14710,"EE",0.9993511,0.84281754,0.072088,0.060757034,6,1,81,6,1,1,1,1,1,5,1,1,1,1,1,1,1,6,1,6,1,1,1,6,0.003007598,436,6663
"ESS10e03_2",10,"3.2","02.11.2023",14714,"EE",1.0009022,1.2324395,0.072088,0.088844106,5,2,29,4,5,2,3,3,4,2,2,2,3,3,2,3,3,5,2,3,2,3,3,4,0.0030029372,437,6429
"ESS10e03_2",10,"3.2","02.11.2023",14720,"EE",0.9990817,0.77887917,0.072088,0.056147844,5,1,60,2,3,2,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.003008409,441,6824
"ESS10e03_2",10,"3.2","02.11.2023",14721,"EE",0.9975014,0.7776472,0.072088,0.056059033,5,1,70,2,4,2,3,2,4,3,3,3,3,2,3,3,2,3,3,3,2,1,4,3,0.0030131752,440,6183
"ESS10e03_2",10,"3.2","02.11.2023",14723,"EE",0.9993511,1.4472986,0.072088,0.10433287,5,1,23,4,3,3,2,1,5,1,1,4,3,2,1,1,2,5,1,2,2,1,3,2,0.003007598,436,7135
"ESS10e03_2",10,"3.2","02.11.2023",14754,"EE",1.0010029,0.7566757,0.072088,0.054547243,5,2,68,3,4,2,5,3,4,3,2,2,2,1,3,5,1,5,3,4,2,2,4,4,0.0030026352,443,7221
"ESS10e03_2",10,"3.2","02.11.2023",14769,"EE",0.9990817,1.1844015,0.072088,0.08538114,77,1,47,5,5,5,5,1,4,5,1,4,3,2,2,5,5,5,3,5,2,2,2,5,0.003008409,441,7330
"ESS10e03_2",10,"3.2","02.11.2023",14774,"EE",0.9993511,0.7815601,0.072088,0.056341108,7,1,28,1,2,3,3,4,2,4,2,5,2,1,2,2,1,3,3,5,2,2,4,3,0.003007598,436,6740
"ESS10e03_2",10,"3.2","02.11.2023",14782,"EE",1.0010029,0.7304478,0.072088,0.052656524,3,2,84,3,1,3,4,4,3,3,5,4,6,4,2,4,4,6,5,2,1,4,2,5,0.0030026352,443,7487
"ESS10e03_2",10,"3.2","02.11.2023",14783,"EE",0.9993511,1.1847209,0.072088,0.085404165,88,1,53,3,4,3,4,3,3,4,2,3,3,2,2,4,3,5,3,4,2,2,2,4,0.003007598,436,7522
"ESS10e03_2",10,"3.2","02.11.2023",14804,"EE",1.0009022,0.75659955,0.072088,0.05454175,5,2,77,1,6,4,3,1,1,5,1,3,2,1,1,5,5,6,1,4,1,1,1,3,0.0030029372,437,6952
"ESS10e03_2",10,"3.2","02.11.2023",14808,"EE",1.0001954,0.7298586,0.072088,0.052614048,5,2,72,4,4,3,5,1,2,5,1,1,2,2,1,2,2,5,3,1,1,1,1,5,0.0030050592,442,7549
"ESS10e03_2",10,"3.2","02.11.2023",14812,"EE",0.9993511,1.2844403,0.072088,0.09259273,5,1,38,2,4,4,2,2,4,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,0.003007598,436,6537
"ESS10e03_2",10,"3.2","02.11.2023",14830,"EE",1.0001954,0.84260833,0.072088,0.060741954,5,2,40,4,5,2,4,4,5,4,2,4,2,2,2,3,2,5,2,2,2,2,5,2,0.0030050592,442,6632
"ESS10e03_2",10,"3.2","02.11.2023",14833,"EE",0.99947894,0.7791889,0.072088,0.05617017,7,1,60,2,6,4,6,2,2,3,2,2,4,3,3,5,3,4,2,5,2,2,2,5,0.0030072134,439,7147
"ESS10e03_2",10,"3.2","02.11.2023",14858,"EE",1.0007516,0.75648576,0.072088,0.05453355,5,2,64,4,5,2,6,1,5,2,1,1,5,3,2,5,1,6,1,1,1,1,1,4,0.0030033889,445,6970
"ESS10e03_2",10,"3.2","02.11.2023",14873,"EE",0.9990817,1.0813106,0.072088,0.077949524,8,1,58,6,1,2,2,2,5,5,4,4,3,1,1,4,3,4,4,3,5,4,6,4,0.003008409,441,6489
"ESS10e03_2",10,"3.2","02.11.2023",14879,"EE",1.0001954,0.9841364,0.072088,0.07094443,0,2,49,2,4,2,3,4,3,4,2,5,2,3,1,3,2,3,3,4,2,4,3,5,0.0030050592,442,6815
"ESS10e03_2",10,"3.2","02.11.2023",14882,"EE",1.0001954,0.84260833,0.072088,0.060741954,5,2,36,2,3,2,2,1,3,5,2,3,2,2,3,3,2,5,4,3,2,2,2,2,0.0030050592,442,6371
"ESS10e03_2",10,"3.2","02.11.2023",14899,"EE",1.0007516,0.7302645,0.072088,0.052643307,5,2,78,5,5,2,2,5,2,4,3,1,6,2,2,5,5,6,5,5,2,2,5,5,0.0030033889,445,6724
"ESS10e03_2",10,"3.2","02.11.2023",14921,"EE",1.0001954,1.2162174,0.072088,0.087674685,3,2,82,3,1,1,3,1,1,4,5,3,2,1,3,3,1,5,1,1,4,1,1,6,0.0030050592,442,7417
"ESS10e03_2",10,"3.2","02.11.2023",14934,"EE",0.9993511,1.2844403,0.072088,0.09259273,5,1,41,5,2,2,5,2,5,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,0.003007598,436,7461
"ESS10e03_2",10,"3.2","02.11.2023",14936,"EE",1.0001954,0.9841364,0.072088,0.07094443,5,2,46,3,4,2,2,1,3,5,2,3,2,2,2,2,3,3,3,2,2,2,2,2,0.0030050592,442,6484
"ESS10e03_2",10,"3.2","02.11.2023",14944,"EE",1.0001954,0.84260833,0.072088,0.060741954,9,2,47,3,4,3,3,3,3,2,4,4,1,1,1,1,3,2,3,4,1,1,1,1,0.0030050592,442,6249
"ESS10e03_2",10,"3.2","02.11.2023",14949,"EE",0.9993511,1.2844403,0.072088,0.09259273,88,1,42,5,5,2,3,3,2,5,3,2,2,3,1,4,4,1,4,4,1,2,3,3,0.003007598,436,6518
"ESS10e03_2",10,"3.2","02.11.2023",14976,"EE",1.0009022,0.7253283,0.072088,0.05228747,5,2,50,1,6,2,5,3,2,5,1,2,2,2,1,5,2,6,1,6,1,1,6,6,0.0030029372,437,7370
"ESS10e03_2",10,"3.2","02.11.2023",14988,"EE",1.0001954,1.351508,0.072088,0.09742752,4,2,15,4,4,2,3,2,5,4,1,2,1,1,1,2,3,3,2,4,3,2,5,4,0.0030050592,442,6803
"ESS10e03_2",10,"3.2","02.11.2023",14990,"EE",1.0001954,1.3308729,0.072088,0.09593997,5,2,31,2,5,1,5,6,1,6,1,5,2,1,3,4,3,4,6,5,2,1,4,2,0.0030050592,442,7440
"ESS10e03_2",10,"3.2","02.11.2023",14992,"EE",0.9993511,1.0816022,0.072088,0.07797054,5,1,90,2,5,2,4,2,5,2,2,1,5,2,2,4,2,5,2,1,2,2,4,6,0.003007598,436,7443
"ESS10e03_2",10,"3.2","02.11.2023",15005,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,70,4,4,2,4,2,5,2,2,2,4,3,2,4,2,5,2,4,3,2,4,4,0.0030050592,442,7026
"ESS10e03_2",10,"3.2","02.11.2023",15016,"EE",0.99947894,0.7791889,0.072088,0.05617017,6,1,55,2,5,2,2,2,2,2,2,2,1,2,2,1,1,5,1,4,1,1,5,2,0.0030072134,439,6954
"ESS10e03_2",10,"3.2","02.11.2023",15030,"EE",1.0001954,0.7560653,0.072088,0.05450324,5,2,69,1,6,2,5,2,3,3,2,1,1,1,1,5,1,6,1,6,1,1,3,5,0.0030050592,442,7278
"ESS10e03_2",10,"3.2","02.11.2023",15037,"EE",1.0026032,0.9865056,0.072088,0.07111522,5,2,46,3,5,5,2,2,2,2,2,3,2,2,2,2,5,3,2,5,2,2,2,5,0.0029978424,444,6472
"ESS10e03_2",10,"3.2","02.11.2023",15046,"EE",0.9993511,0.84281754,0.072088,0.060757034,8,1,80,4,3,1,5,4,1,1,3,2,5,1,2,5,1,6,4,5,2,1,2,5,0.003007598,436,6316
"ESS10e03_2",10,"3.2","02.11.2023",15062,"EE",0.9975014,0.8412576,0.072088,0.06064458,7,1,57,3,4,1,1,3,4,3,1,1,3,1,3,2,1,1,1,1,1,1,4,4,0.0030131752,440,6826
"ESS10e03_2",10,"3.2","02.11.2023",15066,"EE",1.0001954,0.7560653,0.072088,0.05450324,4,2,67,3,3,3,2,3,5,4,4,2,3,3,3,5,5,6,2,3,5,5,4,4,0.0030050592,442,7452
"ESS10e03_2",10,"3.2","02.11.2023",15094,"EE",1.0001954,1.2315693,0.072088,0.08878137,7,2,34,1,5,4,3,1,3,5,2,4,2,1,3,4,3,4,2,4,2,2,5,4,0.0030050592,442,7249
"ESS10e03_2",10,"3.2","02.11.2023",15097,"EE",1.0001954,1.2162174,0.072088,0.087674685,5,2,62,3,5,5,4,2,3,3,2,1,3,2,3,5,3,2,3,6,3,3,4,4,0.0030050592,442,7081
"ESS10e03_2",10,"3.2","02.11.2023",15099,"EE",0.9990817,0.77887917,0.072088,0.056147844,5,1,61,3,4,2,3,1,2,4,3,3,3,2,3,3,2,2,2,4,2,2,2,2,0.003008409,441,6662
"ESS10e03_2",10,"3.2","02.11.2023",15117,"EE",1.0007516,0.75648576,0.072088,0.05453355,5,2,84,5,5,5,3,2,5,5,5,5,4,2,2,2,2,5,2,3,2,2,2,3,0.0030033889,445,7113
"ESS10e03_2",10,"3.2","02.11.2023",15125,"EE",1.0026032,0.7578854,0.072088,0.054634444,7,2,70,5,5,2,5,2,3,2,2,1,3,2,1,4,2,5,3,4,1,2,2,3,0.0029978424,444,6909
"ESS10e03_2",10,"3.2","02.11.2023",15127,"EE",0.9993511,0.7790892,0.072088,0.056162987,6,1,67,5,5,2,5,5,2,1,1,3,3,1,2,5,1,2,2,2,1,1,1,2,0.003007598,436,6802
"ESS10e03_2",10,"3.2","02.11.2023",15128,"EE",0.9993511,0.93903023,0.072088,0.067692816,5,1,51,3,5,2,2,3,3,2,3,3,1,1,1,5,3,4,2,4,2,2,4,5,0.003007598,436,6551
"ESS10e03_2",10,"3.2","02.11.2023",15134,"EE",1.0009022,0.75659955,0.072088,0.05454175,5,2,78,3,3,2,3,2,2,2,3,4,2,1,3,5,2,2,1,4,2,2,4,3,0.0030029372,437,6727
"ESS10e03_2",10,"3.2","02.11.2023",15185,"EE",1.0009022,0.75659955,0.072088,0.05454175,4,2,59,4,3,3,5,3,3,2,2,2,2,2,2,5,3,5,4,5,3,3,3,4,0.0030029372,437,7384
"ESS10e03_2",10,"3.2","02.11.2023",15192,"EE",1.0007516,0.98468375,0.072088,0.07098389,5,2,51,6,5,2,2,1,3,5,2,2,5,2,1,3,1,6,2,5,2,1,1,4,0.0030033889,445,7209
"ESS10e03_2",10,"3.2","02.11.2023",15230,"EE",0.9990817,0.77887917,0.072088,0.056147844,0,1,67,2,2,3,3,3,3,4,4,3,3,2,2,3,3,3,2,5,1,2,2,4,0.003008409,441,7291
"ESS10e03_2",10,"3.2","02.11.2023",15241,"EE",0.9993511,0.7790892,0.072088,0.056162987,5,1,64,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0.003007598,436,7480
"ESS10e03_2",10,"3.2","02.11.2023",15242,"EE",0.9990817,1.6289088,0.072088,0.11742478,5,1,31,4,4,2,2,2,3,3,2,2,1,2,1,3,3,3,3,3,1,2,2,3,0.003008409,441,6589
"ESS10e03_2",10,"3.2","02.11.2023",15243,"EE",1.0001954,1.3308729,0.072088,0.09593997,5,2,22,1,1,3,1,4,2,2,3,6,2,2,2,1,2,1,1,1,2,3,5,2,0.0030050592,442,7159
"ESS10e03_2",10,"3.2","02.11.2023",15253,"EE",1.0009022,0.84320384,0.072088,0.06078488,4,2,52,4,6,2,6,2,6,6,2,2,1,1,3,6,2,1,2,6,1,1,3,2,0.0030029372,437,6284
"ESS10e03_2",10,"3.2","02.11.2023",15275,"EE",1.0009022,0.75659955,0.072088,0.05454175,7,2,72,6,5,2,5,1,3,3,3,2,4,1,1,3,3,3,3,3,2,1,1,5,0.0030029372,437,6207
"ESS10e03_2",10,"3.2","02.11.2023",15282,"EE",0.9993511,0.93903023,0.072088,0.067692816,7,1,41,1,4,2,1,5,5,2,1,2,6,1,1,1,2,2,2,5,1,1,3,5,0.003007598,436,6717
"ESS10e03_2",10,"3.2","02.11.2023",15292,"EE",1.0010029,0.7566757,0.072088,0.054547243,5,2,59,5,5,3,5,2,5,2,1,4,3,3,2,6,5,5,3,3,2,3,2,5,0.0030026352,443,7502
"ESS10e03_2",10,"3.2","02.11.2023",15303,"EE",1.0026032,0.7578854,0.072088,0.054634444,5,2,58,1,5,2,4,2,3,3,1,1,3,2,2,5,1,4,2,3,1,1,1,3,0.0029978424,444,7354
"ESS10e03_2",10,"3.2","02.11.2023",15310,"EE",0.9990817,1.1844015,0.072088,0.08538114,8,1,42,3,5,1,5,2,4,5,3,3,2,2,2,2,2,3,4,5,2,2,2,2,0.003008409,441,7387
